id,date,prix,nb_chambres,nb_sdb,m2_interieur,m2_jardin,m2_etage,m2_soussol,nb_etages,vue_mer,vue_note,etat_note,design_note,annee_construction,annee_renovation,m2_interieur_15voisins,m2_jardin_15voisins,zipcode,lat,long
1423089055,2014-06-13T00:00:00Z,845000,4,2.75,378.1122259,10724.08027,378.1122259,0,2,0,0,3,9,2002,0,275.9197324,8903.010033,98045,47.4843,-121.752
2131701020,2015-03-11T00:00:00Z,317000,3,1.5,129.1341509,771.0888146,129.1341509,0,1,0,0,4,7,1974,0,136.5663322,696.7670011,98019,47.7383,-121.983
2215500080,2014-05-28T00:00:00Z,580000,5,2,180.2303976,557.4136009,90.11519881,90.11519881,1,0,0,5,7,1945,0,157.9338536,557.4136009,98115,47.6875,-122.287
7140700300,2014-11-19T00:00:00Z,312000,3,2.5,211.8171683,593.2738759,211.8171683,0,2,0,0,3,8,2008,0,236.9007804,449.1824601,98042,47.3861,-122.096
2798600240,2014-11-14T00:00:00Z,295700,4,2.5,159.7918989,539.2976589,159.7918989,0,2,0,0,3,8,2000,0,219.2493497,715.3474545,98092,47.3286,-122.208
7550801206,2014-09-04T00:00:00Z,624000,4,3,143.0694909,384.6153846,143.0694909,0,1.5,0,0,5,7,1902,0,135.6373096,464.5113341,98107,47.6728,-122.396
9550200225,2014-07-11T00:00:00Z,625000,3,1.5,114.2697882,284.2809365,84.5410628,29.72872538,1,0,0,3,7,1927,0,117.0568562,416.9453735,98103,47.667,-122.333
1176001310,2015-03-04T00:00:00Z,2945000,5,4.5,403.195838,531.5867707,403.195838,0,3,0,4,3,10,2010,0,164.4370123,487.7369008,98107,47.6715,-122.406
7878400135,2014-11-20T00:00:00Z,355000,3,2.25,236.9007804,898.7365292,171.8691936,65.03158677,1,0,0,3,7,1959,0,208.1010777,898.7365292,98178,47.4856,-122.247
3205400290,2015-04-06T00:00:00Z,420200,3,1.75,122.6309922,676.3285024,122.6309922,0,1,0,0,3,7,1968,0,127.2761055,724.6376812,98034,47.7229,-122.18
6329000705,2015-04-02T00:00:00Z,545000,2,1.5,217.3913043,1243.03233,118.9149015,98.47640282,1,0,0,4,7,1954,0,138.4243776,752.5083612,98146,47.5017,-122.377
7660100085,2014-09-08T00:00:00Z,750000,5,2.75,265.7004831,557.4136009,221.107395,44.59308807,2.5,0,0,4,8,1902,0,208.1010777,557.4136009,98144,47.5906,-122.316
7116000225,2015-02-20T00:00:00Z,190000,3,1,140.2824229,813.8238573,140.2824229,0,1,0,0,4,6,1946,0,96.61835749,727.2389446,98002,47.3015,-122.216
3861470120,2014-11-26T00:00:00Z,1610000,4,2.75,396.6926793,2397.5288,396.6926793,0,2,0,0,3,11,1996,0,358.6027499,1925.213675,98004,47.5951,-122.206
8079100210,2015-03-04T00:00:00Z,620000,4,2.5,197.8818283,849.0338164,197.8818283,0,2,0,0,3,9,1988,0,199.7398737,759.754738,98029,47.5648,-122.01
8109800110,2014-08-01T00:00:00Z,717550,3,3.5,263.8424378,415.0873281,263.8424378,0,3,0,0,3,10,2006,0,282.4228911,501.6722408,98052,47.7069,-122.117
2436700315,2014-10-14T00:00:00Z,441500,2,1.75,93.83128948,371.6090673,93.83128948,0,1.5,0,0,5,7,1919,0,136.5663322,371.6090673,98105,47.6665,-122.287
9808100150,2015-04-02T00:00:00Z,3345000,5,3.75,497.0271275,1426.978818,282.4228911,214.6042363,1,0,1,3,11,2008,0,347.4544779,1480.862133,98004,47.648,-122.218
318900120,2015-01-23T00:00:00Z,495000,4,2.5,220.1783724,1424.749164,220.1783724,0,2,0,0,3,8,1995,0,196.023783,1479.468599,98024,47.5633,-121.901
1524800005,2014-08-12T00:00:00Z,325000,2,1,130.0631735,1003.344482,130.0631735,0,1,0,0,4,7,1974,0,144.9275362,1047.93757,98011,47.7726,-122.21
1952000150,2014-05-06T00:00:00Z,530000,5,2.5,270.3455964,895.206243,157.0048309,113.3407655,1,0,0,4,7,1964,0,262.9134151,964.7900409,98008,47.5803,-122.119
1432701510,2014-10-21T00:00:00Z,249000,4,2,118.9149015,702.3411371,118.9149015,0,1,0,0,5,6,1959,0,116.1278335,714.4184318,98058,47.45,-122.175
7130300690,2014-10-28T00:00:00Z,308000,2,1,100.3344482,580.6391676,100.3344482,0,1,0,2,4,7,1942,1968,195.0947603,638.7030844,98118,47.5128,-122.251
1450100330,2015-03-12T00:00:00Z,237950,3,1.75,121.7019695,679.4871795,121.7019695,0,1,0,0,5,6,1960,0,93.83128948,679.4871795,98002,47.2888,-122.221
2473002700,2014-06-27T00:00:00Z,415000,3,1.75,223.894463,830.9178744,172.7982163,51.09624675,1,0,0,4,8,1967,0,255.4812337,891.8617614,98058,47.4494,-122.139
1930301555,2014-07-01T00:00:00Z,500000,2,1,88.25715347,418.0602007,78.96692679,9.290226682,1,0,2,3,7,1926,0,155.1467856,371.6090673,98103,47.6562,-122.354
9332800020,2014-07-15T00:00:00Z,745000,4,2.25,212.746191,967.0196953,212.746191,0,2,0,0,3,8,1972,0,189.5206243,967.0196953,98005,47.6351,-122.168
7140200380,2014-10-30T00:00:00Z,275000,3,2,177.4433296,747.8632479,92.90226682,84.5410628,1,0,0,4,7,1980,0,165.3660349,682.2742475,98030,47.37,-122.17
7399300850,2014-10-03T00:00:00Z,290000,3,2.25,139.3534002,695.0947603,112.4117428,26.94165738,1,0,0,4,7,1968,0,137.4953549,678.9297659,98055,47.4619,-122.187
203100690,2015-04-25T00:00:00Z,1078000,4,2.75,293.5711631,3969.992568,293.5711631,0,2,0,0,3,9,1995,0,175.5852843,2229.654404,98053,47.6367,-121.958
8000200090,2015-04-27T00:00:00Z,280000,3,2.5,149.5726496,931.066518,149.5726496,0,2,0,0,3,7,1996,0,169.0821256,930.6020067,98003,47.2583,-122.3
9359100101,2015-04-14T00:00:00Z,1370000,5,2.25,326.0869565,1286.04608,171.8691936,154.2177629,1,0,2,3,8,1959,0,248.9780751,812.8948346,98040,47.5817,-122.246
84000245,2014-11-20T00:00:00Z,190000,3,1.75,102.1924935,878.1122259,102.1924935,0,1,0,0,3,6,1942,0,125.4180602,878.1122259,98146,47.4864,-122.337
9424400200,2014-05-15T00:00:00Z,451555,2,1,122.6309922,419.918246,122.6309922,0,1,0,1,3,6,1912,1971,131.9212189,423.6343367,98116,47.5655,-122.394
3056800230,2014-08-20T00:00:00Z,397000,4,2.5,166.2950576,612.2259383,166.2950576,0,2,0,0,3,7,2005,0,181.1594203,481.2337421,98059,47.4829,-122.128
2524069072,2014-06-26T00:00:00Z,243800,3,1,105.9085842,2578.966927,105.9085842,0,1,0,0,4,6,1981,0,157.0048309,8110.367893,98027,47.5372,-121.972
9353300140,2014-06-18T00:00:00Z,284950,3,1,91.97324415,996.1910071,91.97324415,0,1,0,0,5,7,1960,0,135.6373096,996.1910071,98059,47.4887,-122.133
4006000571,2015-03-12T00:00:00Z,183750,5,2.75,153.2887402,506.5960609,153.2887402,0,1,0,0,3,7,1970,0,155.1467856,546.7298402,98118,47.5293,-122.285
8929000330,2014-07-29T00:00:00Z,404763,3,2.5,157.0048309,149.4797473,106.8376068,50.16722408,2,0,0,3,8,2014,0,157.0048309,172.7982163,98029,47.5521,-121.998
4045800030,2015-05-11T00:00:00Z,739000,3,2.25,206.2430323,978.2608696,157.9338536,48.30917874,1,0,0,4,8,1974,0,232.255667,930.3232999,98052,47.6383,-122.098
4047200065,2014-06-23T00:00:00Z,400000,4,1.75,157.9338536,1884.336678,124.4890375,33.44481605,1.5,0,0,3,7,1965,0,156.0758082,1985.22854,98019,47.7694,-121.903
5127100210,2015-03-25T00:00:00Z,360000,6,2,205.3140097,916.9453735,205.3140097,0,2,0,0,4,7,1969,1995,129.1341509,920.8472687,98059,47.4751,-122.145
2591820080,2014-11-03T00:00:00Z,435000,4,2.5,197.8818283,963.8610182,197.8818283,0,2,0,0,4,8,1986,0,206.2430323,790.4124861,98058,47.4381,-122.16
8143000490,2015-01-12T00:00:00Z,374500,3,1.5,123.5600149,802.3039762,123.5600149,0,1,0,0,4,7,1968,0,127.2761055,694.4444444,98034,47.7289,-122.203
4136920030,2014-05-24T00:00:00Z,347000,4,1.5,248.0490524,931.4381271,248.0490524,0,2,0,0,3,8,1996,0,224.8234857,1105.536975,98092,47.2659,-122.215
9238510220,2014-10-28T00:00:00Z,526500,3,2.5,172.7982163,4010.590858,172.7982163,0,2,0,0,3,8,1986,0,210.8881457,3793.664065,98072,47.7712,-122.136
5101406536,2014-10-28T00:00:00Z,450000,2,1,124.4890375,673.5414344,124.4890375,0,1,0,0,4,7,1951,0,134.7082869,652.7313266,98125,47.7015,-122.32
3630120480,2014-06-02T00:00:00Z,653000,3,2.5,212.746191,322.8353772,212.746191,0,2,0,0,3,9,2006,0,217.3913043,336.8636195,98029,47.5551,-122.001
2351800065,2015-02-17T00:00:00Z,590000,3,1.75,202.5269417,568.5618729,128.2051282,74.32181345,1,0,2,3,8,1949,0,187.662579,568.7476774,98199,47.6501,-122.405
1218000195,2015-03-03T00:00:00Z,420000,2,1,135.6373096,727.6105537,135.6373096,0,1,0,0,3,6,1924,0,135.6373096,709.0301003,98166,47.4617,-122.346
2473251090,2014-06-19T00:00:00Z,269900,4,1.75,142.1404682,812.8948346,142.1404682,0,1.5,0,0,4,7,1968,0,129.1341509,812.8948346,98058,47.4556,-122.157
1525069021,2014-12-01T00:00:00Z,400000,3,2.5,239.6878484,19910.34931,239.6878484,0,1.5,0,0,3,8,1946,1986,239.6878484,6515.328874,98053,47.6465,-122.024
1524079188,2014-07-29T00:00:00Z,1862000,4,5.25,486.8078781,29813.91676,486.8078781,0,2,0,2,3,10,2006,0,179.301375,6393.905611,98024,47.5605,-121.905
7893801760,2014-11-17T00:00:00Z,368000,3,1.75,196.9528056,1053.511706,98.47640282,98.47640282,1,0,3,4,7,1966,0,170.0111483,803.604608,98198,47.4109,-122.329
1864900230,2014-06-26T00:00:00Z,315000,4,2.5,180.2303976,947.6031215,105.9085842,74.32181345,1,0,0,4,8,1977,0,178.3723523,1170.568562,98042,47.4157,-122.161
2816900030,2014-12-18T00:00:00Z,338000,3,1.5,222.9654404,763.1921219,111.4827202,111.4827202,1,0,0,3,7,1961,0,135.6373096,763.3779264,98146,47.5001,-122.338
8643000225,2015-05-06T00:00:00Z,225000,5,1.5,166.2950576,1082.868822,166.2950576,0,2,0,0,3,7,1963,0,189.5206243,909.5131921,98198,47.3961,-122.308
3176600105,2014-08-13T00:00:00Z,750000,3,2.25,209.0301003,492.4749164,140.2824229,68.74767744,2,0,0,4,8,1975,0,208.1010777,668.8963211,98115,47.6741,-122.271
5127000670,2015-03-18T00:00:00Z,314000,3,1.75,150.5016722,891.8617614,150.5016722,0,1,0,0,4,7,1966,0,154.2177629,947.6031215,98059,47.4749,-122.155
5494000040,2014-12-01T00:00:00Z,1444000,4,2.75,247.1200297,886.9379413,179.301375,67.81865478,1,0,1,3,8,1968,2006,223.894463,929.1155704,98004,47.616,-122.218
7853320470,2014-06-11T00:00:00Z,516000,4,3.5,236.9007804,808.0639168,236.9007804,0,2,0,0,3,7,2007,0,225.7525084,512.7276106,98065,47.5216,-121.869
2413300240,2014-11-10T00:00:00Z,280000,4,2.25,184.875511,682.8316611,109.6246748,75.25083612,1,0,0,4,8,1978,0,188.5916016,669.8253437,98003,47.3258,-122.328
4037000840,2015-04-06T00:00:00Z,554000,3,2,177.4433296,836.2133036,177.4433296,0,1,0,0,4,7,1957,0,189.5206243,808.2497213,98008,47.6037,-122.119
7203110240,2014-05-22T00:00:00Z,660000,3,2.5,227.6105537,402.4526198,227.6105537,0,2,0,0,3,8,2010,0,227.6105537,385.9160164,98053,47.6942,-122.016
3303990410,2014-11-11T00:00:00Z,1096500,5,3.25,372.5380899,1125.046451,372.5380899,0,2,0,0,3,11,2003,0,372.5380899,1145.856559,98059,47.5228,-122.151
2482500040,2014-07-17T00:00:00Z,199900,5,1.75,167.0382757,1043.478261,167.0382757,0,1,0,0,3,7,1967,0,120.7729469,1447.603122,98001,47.3266,-122.291
5430300106,2015-03-11T00:00:00Z,460000,2,1,95.68933482,551.2820513,95.68933482,0,1,0,0,4,7,1928,0,131.9212189,519.137867,98115,47.6828,-122.287
5416500090,2014-07-24T00:00:00Z,269000,3,2.5,133.7792642,353.0286139,133.7792642,0,2,0,0,3,7,2005,0,175.5852843,354.793757,98038,47.3606,-122.039
3275780030,2015-03-11T00:00:00Z,730000,4,2.25,203.4559643,836.9565217,170.9401709,32.51579339,2,0,0,4,8,1977,0,203.4559643,952.3411371,98033,47.6916,-122.188
4338800600,2014-06-09T00:00:00Z,235000,3,1,147.7146042,1207.729469,147.7146042,0,1.5,0,0,3,6,1944,0,135.6373096,780.3790412,98166,47.4789,-122.346
7351200295,2015-01-14T00:00:00Z,1150000,3,1.75,163.5079896,630.6205871,163.5079896,0,2,1,4,3,7,1940,1960,151.4306949,704.9424006,98125,47.7336,-122.284
8651410330,2015-03-06T00:00:00Z,215150,3,1,85.47008547,443.1438127,85.47008547,0,1,0,0,4,6,1969,0,85.47008547,443.1438127,98042,47.3654,-122.082
2597530070,2015-03-18T00:00:00Z,850000,3,2.5,273.1326644,1004.180602,273.1326644,0,2,0,0,3,10,1992,0,287.0680045,961.352657,98006,47.5418,-122.136
1770000460,2014-12-03T00:00:00Z,430000,3,2.25,170.0111483,1854.793757,130.0631735,39.94797473,1,0,0,3,8,1976,0,170.0111483,1602.564103,98072,47.7412,-122.088
4046601010,2014-10-23T00:00:00Z,399950,3,1.75,227.6105537,1393.626904,183.9464883,43.6640654,1,0,0,3,7,1989,0,166.2950576,1423.541434,98014,47.6957,-121.913
7960100220,2015-04-16T00:00:00Z,710000,4,2.75,228.5395764,334.4481605,152.3597176,76.17985879,2,0,0,3,8,1907,2007,175.5852843,334.4481605,98122,47.6093,-122.297
7202330030,2014-08-22T00:00:00Z,500000,3,2.5,153.2887402,527.9635823,153.2887402,0,2,0,0,3,7,2003,0,153.2887402,389.5392048,98053,47.683,-122.035
2624079028,2014-10-27T00:00:00Z,997950,4,3.5,396.6926793,10885.91602,396.6926793,0,2,0,0,3,9,2008,0,242.4749164,487.829803,98024,47.5352,-121.883
7750500120,2014-11-18T00:00:00Z,300000,3,1,88.25715347,442.21479,88.25715347,0,1.5,0,0,3,6,1929,0,100.3344482,442.21479,98106,47.5236,-122.348
984200690,2014-06-18T00:00:00Z,299000,5,2.5,206.2430323,869.5652174,103.1215162,103.1215162,1,0,0,4,7,1968,0,165.3660349,715.7190635,98058,47.4341,-122.169
257000037,2014-12-29T00:00:00Z,200000,3,1,196.9528056,2932.36715,113.3407655,83.61204013,1,0,0,3,7,1942,0,166.2950576,1074.972129,98168,47.4938,-122.298
1003400155,2014-08-11T00:00:00Z,233000,3,1,102.1924935,711.352657,102.1924935,0,1,0,0,3,7,1955,0,120.7729469,743.2181345,98188,47.4374,-122.285
3876001330,2015-04-24T00:00:00Z,430000,4,1.5,168.1531029,668.8963211,168.1531029,0,1,0,0,3,7,1966,0,191.3786696,668.8963211,98034,47.7207,-122.186
2268400350,2014-09-16T00:00:00Z,749000,4,2.5,158.8628763,894.3701226,133.7792642,25.08361204,1,0,0,3,9,1976,2014,198.810851,848.2905983,98006,47.559,-122.164
9358002375,2015-03-05T00:00:00Z,420000,6,3,212.746191,589.3719807,212.746191,0,2,0,0,3,7,1980,0,126.3470829,297.4730583,98126,47.565,-122.37
7228501910,2015-01-22T00:00:00Z,507200,3,3.5,151.4306949,123.4671126,126.3470829,25.08361204,2,0,0,3,9,2000,0,146.7855816,122.5380899,98122,47.6159,-122.306
7787400030,2014-06-09T00:00:00Z,1635000,5,3.5,392.047566,2488.294314,196.023783,196.023783,1,0,0,3,10,1958,2006,320.5128205,3153.567447,98004,47.6003,-122.206
3111300040,2014-08-01T00:00:00Z,435000,3,2.25,161.6499443,788.8331475,115.1988109,46.45113341,1,0,0,3,8,1958,0,193.236715,789.1118543,98177,47.7758,-122.379
6332000050,2015-01-21T00:00:00Z,464000,3,2,151.4306949,608.5098476,78.96692679,72.46376812,1,0,0,5,7,1912,0,133.7792642,608.5098476,98126,47.5452,-122.379
3026059341,2014-12-11T00:00:00Z,549950,4,3.5,287.0680045,976.4028242,203.4559643,83.61204013,1,0,0,3,8,1991,0,204.384987,688.2199926,98034,47.7176,-122.214
293720140,2014-06-05T00:00:00Z,449950,3,2.5,201.597919,456.3359346,201.597919,0,2,0,0,3,7,2003,0,186.7335563,408.3054627,98028,47.7767,-122.239
6197800045,2014-09-24T00:00:00Z,290000,3,1,112.4117428,3151.151988,112.4117428,0,1,0,0,3,7,1954,0,152.3597176,1385.172798,98058,47.4375,-122.184
8165501700,2015-04-30T00:00:00Z,325000,2,2.25,143.9985136,212.2816797,143.9985136,0,2,0,0,3,8,2007,0,143.9985136,198.3463397,98106,47.5398,-122.369
3362400432,2014-06-11T00:00:00Z,547500,3,3.5,153.2887402,210.1449275,153.2887402,0,3,0,0,3,8,2010,0,150.5016722,294.1285767,98103,47.6823,-122.347
7234600796,2014-11-26T00:00:00Z,495000,2,1.75,171.8691936,235.042735,171.8691936,0,2.5,0,0,4,7,1903,0,139.3534002,166.7595689,98122,47.6106,-122.31
7212651100,2014-08-22T00:00:00Z,429900,4,3.25,307.5065032,826.5514679,221.107395,86.39910814,2,0,0,3,9,1991,0,231.3266444,802.4897808,98003,47.2655,-122.31
6619910260,2015-04-07T00:00:00Z,536650,3,1.75,194.1657376,827.7591973,114.2697882,79.89594946,1,0,0,3,8,1975,0,214.6042363,993.5897436,98034,47.7149,-122.222
9274203190,2014-06-11T00:00:00Z,650000,2,1,95.68933482,534.1880342,95.68933482,0,1,0,0,5,8,1928,0,145.8565589,534.1880342,98116,47.5861,-122.391
9358400080,2014-06-27T00:00:00Z,550000,4,3.5,385.5444073,1504.738016,385.5444073,0,2,0,0,3,10,2006,0,336.1204013,1413.043478,98003,47.3423,-122.183
1626069139,2014-08-21T00:00:00Z,462500,3,2.25,218.320327,4775.176514,129.1341509,89.18617614,1,0,0,3,7,1977,0,218.320327,4775.176514,98077,47.7417,-122.053
8651720470,2014-09-10T00:00:00Z,506500,4,2.5,175.5852843,668.8963211,139.3534002,36.23188406,1,0,0,4,7,1978,0,192.3076923,668.8963211,98034,47.7278,-122.218
1931300090,2014-05-07T00:00:00Z,610950,3,3,156.0758082,145.8565589,156.0758082,0,3,0,0,3,8,2014,0,152.3597176,445.9308807,98103,47.6572,-122.346
1798000100,2014-05-29T00:00:00Z,750500,5,3,201.597919,226.681531,134.7082869,66.88963211,1.5,0,0,4,8,1911,0,192.3076923,371.6090673,98115,47.6724,-122.317
3630010040,2014-05-23T00:00:00Z,402000,3,2,143.0694909,169.7324415,143.0694909,0,2,0,0,3,8,2005,0,143.0694909,169.7324415,98029,47.5479,-121.998
3904900530,2014-06-13T00:00:00Z,485000,3,2.5,146.7855816,563.4522482,146.7855816,0,2,0,0,3,8,1985,0,164.4370123,622.4451877,98029,47.5692,-122.021
7683800010,2015-04-21T00:00:00Z,205000,3,1,120.7729469,917.8743961,120.7729469,0,1,0,0,4,7,1959,0,198.810851,891.8617614,98003,47.3352,-122.297
3876313120,2015-05-01T00:00:00Z,505000,3,1.75,167.2240803,669.8253437,127.2761055,39.94797473,1,0,0,3,7,1976,0,169.0821256,752.5083612,98072,47.7346,-122.17
820000012,2014-08-27T00:00:00Z,401000,3,3.25,164.4370123,183.6677815,164.4370123,0,3,0,0,3,8,2001,0,172.7982163,205.3140097,98125,47.7186,-122.314
2380000190,2014-07-01T00:00:00Z,375000,3,1.75,235.042735,3265.514679,167.2240803,67.81865478,1,0,0,4,7,1977,0,228.5395764,3380.34188,98042,47.3913,-122.121
9407102245,2014-06-04T00:00:00Z,310000,3,2,125.4180602,1035.860275,103.1215162,22.29654404,1,0,0,3,7,1995,0,119.8439242,933.0174656,98045,47.446,-121.776
8887001600,2015-04-12T00:00:00Z,280000,2,1,91.97324415,4229.654404,91.97324415,0,1,0,0,4,7,1992,0,160.7209216,4229.654404,98070,47.5013,-122.463
8651200040,2014-08-14T00:00:00Z,950000,4,2.5,259.1973244,1454.199182,259.1973244,0,2,0,0,4,10,1964,0,327.0159792,1454.199182,98040,47.5477,-122.215
1545802100,2014-10-29T00:00:00Z,272450,3,2.25,165.3660349,681.1594203,165.3660349,0,2,0,0,3,7,1987,0,140.2824229,708.3797845,98038,47.3593,-122.051
8651520400,2014-06-12T00:00:00Z,610750,4,2.25,202.5269417,677.907841,202.5269417,0,2,0,0,3,8,1984,0,209.0301003,908.6770717,98074,47.6459,-122.058
2581900284,2014-07-07T00:00:00Z,821000,3,2.75,256.4102564,787.4396135,157.0048309,99.40542549,1,0,0,4,8,1967,0,242.4749164,913.6937941,98040,47.5402,-122.215
7977201240,2015-03-11T00:00:00Z,1010000,4,3.5,325.1579339,379.0412486,240.6168711,84.5410628,2,0,2,3,9,2004,0,225.7525084,473.8015608,98115,47.6834,-122.292
587550010,2015-01-16T00:00:00Z,570000,4,3.5,370.6800446,2187.29097,213.6752137,157.0048309,1,0,2,3,10,1999,0,316.7967298,1480.118915,98023,47.3245,-122.38
9103000455,2015-04-24T00:00:00Z,920000,4,3.25,203.4559643,396.228168,143.0694909,60.38647343,2,0,0,3,9,2015,0,160.7209216,396.228168,98122,47.6178,-122.29
7524950210,2015-04-01T00:00:00Z,910000,4,2.5,257.3392791,910.2564103,257.3392791,0,2,0,0,4,9,1986,0,282.4228911,1031.215162,98027,47.562,-122.081
2821100125,2014-11-20T00:00:00Z,524000,3,2.25,198.810851,624.303233,133.7792642,65.03158677,1,0,0,3,8,1961,0,191.3786696,624.303233,98117,47.6949,-122.396
3751602329,2014-06-27T00:00:00Z,215500,2,1.75,113.3407655,1449.275362,113.3407655,0,1,0,0,3,6,1972,0,140.2824229,1655.33259,98001,47.2853,-122.265
984000130,2014-12-23T00:00:00Z,325000,4,2.25,178.3723523,1077.945002,178.3723523,0,2,0,0,4,7,1967,0,170.9401709,682.8316611,98058,47.4315,-122.169
2207100650,2015-04-10T00:00:00Z,499990,3,1.75,151.4306949,780.3790412,98.47640282,52.95429208,1,0,0,4,7,1955,0,151.4306949,673.0769231,98007,47.5983,-122.149
1402200440,2015-02-12T00:00:00Z,410000,5,2.75,270.3455964,1524.526198,270.3455964,0,1.5,0,0,4,8,1967,0,183.9464883,1672.240803,98058,47.44,-122.145
6099400140,2014-09-04T00:00:00Z,230000,5,1,178.3723523,1768.85916,107.7666295,70.60572278,1,0,0,3,7,1961,0,178.3723523,1070.234114,98168,47.4756,-122.294
2423010130,2015-03-06T00:00:00Z,619100,3,1.75,173.7272389,653.1029357,173.7272389,0,1,0,0,3,7,1977,0,169.0821256,696.7670011,98033,47.6999,-122.17
4112100101,2015-02-19T00:00:00Z,415000,6,2,232.255667,483.0917874,116.1278335,116.1278335,1,0,0,3,8,1966,0,167.2240803,483.0917874,98118,47.5517,-122.268
8944460030,2014-10-14T00:00:00Z,325000,4,2.5,275.2694166,538.5544407,275.2694166,0,2,0,0,3,9,2006,0,247.5845411,568.4689706,98030,47.3831,-122.185
8856940060,2015-02-27T00:00:00Z,374950,4,2.75,253.6231884,435.0613155,253.6231884,0,2,0,0,3,7,2005,0,207.172055,457.4507618,98038,47.3608,-122.043
2927600155,2014-07-22T00:00:00Z,291750,3,2.25,121.7019695,1191.471572,121.7019695,0,1,0,0,3,7,1950,2013,148.6436269,1045.150502,98166,47.4515,-122.368
8582010290,2014-08-14T00:00:00Z,683000,3,2.5,213.6752137,856.3730955,213.6752137,0,2,0,2,3,9,1998,0,253.6231884,922.5195095,98027,47.5504,-122.077
6751300130,2014-08-13T00:00:00Z,510500,3,1,117.9858789,743.2181345,117.9858789,0,1,0,0,4,7,1957,0,136.5663322,743.2181345,98007,47.5874,-122.136
7954300460,2014-09-04T00:00:00Z,568500,4,2.5,279.6358231,574.2289112,279.6358231,0,2,0,0,3,9,2000,0,274.9907098,605.2582683,98056,47.5212,-122.192
6398000171,2014-07-10T00:00:00Z,545000,2,2,272.2036418,1305.927165,156.0758082,116.1278335,1,0,2,4,8,1980,0,207.5436641,5668.060201,98070,47.4025,-122.463
3296000110,2014-06-02T00:00:00Z,645000,4,2.5,225.7525084,1337.792642,155.1467856,70.60572278,1,0,0,5,8,1963,0,198.810851,840.5797101,98007,47.6202,-122.138
2891000610,2014-12-11T00:00:00Z,148900,4,1.75,157.9338536,557.4136009,157.9338536,0,1,0,0,3,7,1967,0,118.9149015,557.4136009,98002,47.3252,-122.208
2922701420,2014-11-18T00:00:00Z,490000,4,2.25,187.662579,460.7952434,158.8628763,28.79970271,2,0,0,3,7,1938,0,147.7146042,422.705314,98117,47.6867,-122.369
9117000230,2015-04-09T00:00:00Z,287000,3,1.75,180.2303976,836.1204013,119.8439242,60.38647343,1,0,0,3,7,1965,0,176.5143069,847.2686734,98055,47.4361,-122.189
8159610150,2014-11-17T00:00:00Z,234950,3,2,140.2824229,850.3344482,140.2824229,0,1,0,0,4,7,1974,0,165.3660349,862.6904496,98001,47.3412,-122.273
